date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:53:00	10407/10407	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261fb1a1e-28a7%22	https://oscwebdesign.biz/wp-includes/js/dist/i18n.min.js?ver=30fcecb428a0e8383d3776bcdd3a7834	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-includes/js/dist/i18n.mina28b.js	(from https://oscwebdesign.biz/contact-us/)
12:53:00	3069/3069	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261fb1a1e-bfd%22	https://oscwebdesign.biz/wp-includes/js/dist/a11y.min.js?ver=68e470cf840f69530e9db3be229ad4b6	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-includes/js/dist/a11y.minef62.js	(from https://oscwebdesign.biz/contact-us/)
12:53:01	4210/4210	---MCZ	200	added ('OK')	application/javascript	etag:W/%22627baf0c-1072%22	https://oscwebdesign.biz/wp-content/plugins/gravityforms/js/jquery.maskedinput.min.js?ver=2.6.3	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/plugins/gravityforms/js/jquery.maskedinput.min6fca.js	(from https://oscwebdesign.biz/contact-us/)
12:53:01	4639/4639	---MCZ	200	added ('OK')	application/javascript	etag:W/%22627baf0c-121f%22	https://oscwebdesign.biz/wp-content/plugins/gravityforms/js/placeholders.jquery.min.js?ver=2.6.3	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/plugins/gravityforms/js/placeholders.jquery.min6fca.js	(from https://oscwebdesign.biz/contact-us/)
12:53:02	1342/1342	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Jun%202022%2011:53:02%20GMT	https://oscwebdesign.biz/wp-json/wp/v2/pages/60	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/wp/v2/pages/60.json	(from https://oscwebdesign.biz/industries/)
12:53:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Jun%202022%2011:53:03%20GMT	https://oscwebdesign.biz/?p=60	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/index0721.html	(from https://oscwebdesign.biz/industries/)
12:53:03	2305/2305	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Jun%202022%2011:53:03%20GMT	https://oscwebdesign.biz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foscwebdesign.biz%2Findustries%2F	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/oembed/1.0/embedd31b.json	(from https://oscwebdesign.biz/industries/)
12:53:05	2361/2361	---M-Z	200	added ('OK')	text/xml	date:Mon,%2013%20Jun%202022%2011:53:05%20GMT	https://oscwebdesign.biz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foscwebdesign.biz%2Findustries%2F&format=xml	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/oembed/1.0/embed069e	(from https://oscwebdesign.biz/industries/)
12:53:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Jun%202022%2011:53:06%20GMT	https://oscwebdesign.biz/contact/	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/contact/index.html	(from https://oscwebdesign.biz/industries/)
12:53:06	1467/1467	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Jun%202022%2011:53:06%20GMT	https://oscwebdesign.biz/wp-json/wp/v2/pages/74	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/wp/v2/pages/74.json	(from https://oscwebdesign.biz/industries/retail-ecommerce/)
12:53:08	2341/2341	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Jun%202022%2011:53:08%20GMT	https://oscwebdesign.biz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foscwebdesign.biz%2Findustries%2Fretail-ecommerce%2F	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/oembed/1.0/embed1a86.json	(from https://oscwebdesign.biz/industries/retail-ecommerce/)
12:53:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Jun%202022%2011:53:08%20GMT	https://oscwebdesign.biz/?p=74	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/index49a5.html	(from https://oscwebdesign.biz/industries/retail-ecommerce/)
12:53:09	2392/2392	---M-Z	200	added ('OK')	text/xml	date:Mon,%2013%20Jun%202022%2011:53:09%20GMT	https://oscwebdesign.biz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foscwebdesign.biz%2Findustries%2Fretail-ecommerce%2F&format=xml	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/oembed/1.0/embedab7f	(from https://oscwebdesign.biz/industries/retail-ecommerce/)
12:53:09	203670/203670	---M--	200	added ('OK')	image/jpeg	etag:%225d95c293-371a2%22	https://oscwebdesign.biz/wp-content/uploads/2019/10/photo-1542744095-291d1f67b221.jpg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2019/10/photo-1542744095-291d1f67b221.jpg	(from https://oscwebdesign.biz/industries/retail-ecommerce/)
12:53:10	637/637	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d93363f-27d%22	https://oscwebdesign.biz/wp-content/uploads/2019/10/quotes.svg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2019/10/quotes.svg	(from https://oscwebdesign.biz/industries/retail-ecommerce/)
12:53:10	1276/1276	---MCZ	200	added ('OK')	text/css	etag:W/%226241ad0a-4fc%22	https://oscwebdesign.biz/wp-content/plugins/wedevs-project-manager/src/Pusher/views/assets/css/pusher.css?ver=1655121101	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/plugins/wedevs-project-manager/src/Pusher/views/assets/css/pusher5bec.css	(from https://oscwebdesign.biz/industries/wholesale/)
12:53:11	114817/114817	---MCZ	200	added ('OK')	text/css	etag:W/%226092245c-1c081%22	https://oscwebdesign.biz/wp-content/themes/oscwebdesign/assets/css/main.css?v=1655121101&ver=5.9.3	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/themes/oscwebdesign/assets/css/main5e62.css	(from https://oscwebdesign.biz/industries/wholesale/)
12:53:11	753681/753681	---M--	200	added ('OK')	image/png	etag:%225d95c28e-c951a%22	https://oscwebdesign.biz/wp-content/uploads/2019/10/madeinmaine.png	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2019/10/madeinmaine.png	(from https://oscwebdesign.biz/industries/retail-ecommerce/)
12:53:12	1449/1449	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Jun%202022%2011:53:12%20GMT	https://oscwebdesign.biz/wp-json/wp/v2/pages/70	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/wp/v2/pages/70.json	(from https://oscwebdesign.biz/industries/wholesale/)
12:53:13	2315/2315	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Jun%202022%2011:53:13%20GMT	https://oscwebdesign.biz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foscwebdesign.biz%2Findustries%2Fwholesale%2F	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/oembed/1.0/embed995e.json	(from https://oscwebdesign.biz/industries/wholesale/)
12:53:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Jun%202022%2011:53:13%20GMT	https://oscwebdesign.biz/?p=70	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/index3f3a.html	(from https://oscwebdesign.biz/industries/wholesale/)
12:53:14	2369/2369	---M-Z	200	added ('OK')	text/xml	date:Mon,%2013%20Jun%202022%2011:53:14%20GMT	https://oscwebdesign.biz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foscwebdesign.biz%2Findustries%2Fwholesale%2F&format=xml	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/oembed/1.0/embed286b	(from https://oscwebdesign.biz/industries/wholesale/)
12:53:15	346903/346903	---M--	200	added ('OK')	image/png	etag:%225d95bbac-73e1c%22	https://oscwebdesign.biz/wp-content/uploads/2019/10/wholesale-bg.png	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2019/10/wholesale-bg.png	(from https://oscwebdesign.biz/industries/wholesale/)
12:53:15	2411/2411	---MCZ	200	added ('OK')	application/javascript	etag:W/%226241ad0a-96b%22	https://oscwebdesign.biz/wp-content/plugins/wedevs-project-manager/src/Pusher/views/assets/vendor/pusher-jquery.js?ver=1655121101	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/plugins/wedevs-project-manager/src/Pusher/views/assets/vendor/pusher-jquery5bec.js	(from https://oscwebdesign.biz/industries/wholesale/)
12:53:15	320951/320951	---M--	200	added ('OK')	image/png	etag:%225d95bc3a-5f5bc%22	https://oscwebdesign.biz/wp-content/uploads/2019/10/wholesale-laptop.png	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2019/10/wholesale-laptop.png	(from https://oscwebdesign.biz/industries/wholesale/)
12:53:16	1452/1452	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Jun%202022%2011:53:16%20GMT	https://oscwebdesign.biz/wp-json/wp/v2/pages/76	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/wp/v2/pages/76.json	(from https://oscwebdesign.biz/industries/b2b-dealers/)
12:53:17	2316/2316	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Jun%202022%2011:53:17%20GMT	https://oscwebdesign.biz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foscwebdesign.biz%2Findustries%2Fb2b-dealers%2F	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/oembed/1.0/embed255b.json	(from https://oscwebdesign.biz/industries/b2b-dealers/)
12:53:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Jun%202022%2011:53:18%20GMT	https://oscwebdesign.biz/?p=76	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/index04cd.html	(from https://oscwebdesign.biz/industries/b2b-dealers/)
12:53:19	2367/2367	---M-Z	200	added ('OK')	text/xml	date:Mon,%2013%20Jun%202022%2011:53:18%20GMT	https://oscwebdesign.biz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foscwebdesign.biz%2Findustries%2Fb2b-dealers%2F&format=xml	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/oembed/1.0/embed7a05	(from https://oscwebdesign.biz/industries/b2b-dealers/)
12:53:19	213387/213387	---M--	200	added ('OK')	image/jpeg	etag:%225d95c662-38d86%22	https://oscwebdesign.biz/wp-content/uploads/2019/10/photo-1499951360447-b19be8fe80f5.jpg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2019/10/photo-1499951360447-b19be8fe80f5.jpg	(from https://oscwebdesign.biz/industries/b2b-dealers/)
12:53:20	1469/1469	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Jun%202022%2011:53:20%20GMT	https://oscwebdesign.biz/wp-json/wp/v2/pages/385	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/wp/v2/pages/385.json	(from https://oscwebdesign.biz/industries/quotable-services/)
12:53:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Jun%202022%2011:53:22%20GMT	https://oscwebdesign.biz/?p=385	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/indexf1ac.html	(from https://oscwebdesign.biz/industries/quotable-services/)
12:53:22	2325/2325	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Jun%202022%2011:53:22%20GMT	https://oscwebdesign.biz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foscwebdesign.biz%2Findustries%2Fquotable-services%2F	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/oembed/1.0/embed981e.json	(from https://oscwebdesign.biz/industries/quotable-services/)
12:53:23	2379/2379	---M-Z	200	added ('OK')	text/xml	date:Mon,%2013%20Jun%202022%2011:53:23%20GMT	https://oscwebdesign.biz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foscwebdesign.biz%2Findustries%2Fquotable-services%2F&format=xml	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/oembed/1.0/embedd63a	(from https://oscwebdesign.biz/industries/quotable-services/)
12:53:23	1276/1276	---MCZ	200	added ('OK')	text/css	etag:W/%226241ad0a-4fc%22	https://oscwebdesign.biz/wp-content/plugins/wedevs-project-manager/src/Pusher/views/assets/css/pusher.css?ver=1655121102	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/plugins/wedevs-project-manager/src/Pusher/views/assets/css/pusher93d2.css	(from https://oscwebdesign.biz/industries/flat-fee-services/)
12:53:23	114817/114817	---MCZ	200	added ('OK')	text/css	etag:W/%226092245c-1c081%22	https://oscwebdesign.biz/wp-content/themes/oscwebdesign/assets/css/main.css?v=1655121102&ver=5.9.3	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/themes/oscwebdesign/assets/css/mainfbb5.css	(from https://oscwebdesign.biz/industries/flat-fee-services/)
12:53:25	1471/1471	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Jun%202022%2011:53:25%20GMT	https://oscwebdesign.biz/wp-json/wp/v2/pages/72	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/wp/v2/pages/72.json	(from https://oscwebdesign.biz/industries/flat-fee-services/)
12:53:26	2349/2349	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Jun%202022%2011:53:26%20GMT	https://oscwebdesign.biz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foscwebdesign.biz%2Findustries%2Fflat-fee-services%2F	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/oembed/1.0/embed3391.json	(from https://oscwebdesign.biz/industries/flat-fee-services/)
12:53:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Jun%202022%2011:53:26%20GMT	https://oscwebdesign.biz/?p=72	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/indexae74.html	(from https://oscwebdesign.biz/industries/flat-fee-services/)
12:53:27	2400/2400	---M-Z	200	added ('OK')	text/xml	date:Mon,%2013%20Jun%202022%2011:53:27%20GMT	https://oscwebdesign.biz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foscwebdesign.biz%2Findustries%2Fflat-fee-services%2F&format=xml	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/oembed/1.0/embed5c96	(from https://oscwebdesign.biz/industries/flat-fee-services/)
12:53:28	686921/686921	---M--	200	added ('OK')	image/png	etag:%225d95c654-b787e%22	https://oscwebdesign.biz/wp-content/uploads/2019/10/laptop-1.png	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2019/10/laptop-1.png	(from https://oscwebdesign.biz/industries/flat-fee-services/)
12:53:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Jun%202022%2011:53:28%20GMT	https://oscwebdesign.biz/our-clients	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/our-clients	(from https://oscwebdesign.biz/industries/flat-fee-services/)
12:53:29	2411/2411	---MCZ	200	added ('OK')	application/javascript	etag:W/%226241ad0a-96b%22	https://oscwebdesign.biz/wp-content/plugins/wedevs-project-manager/src/Pusher/views/assets/vendor/pusher-jquery.js?ver=1655121102	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/plugins/wedevs-project-manager/src/Pusher/views/assets/vendor/pusher-jquery93d2.js	(from https://oscwebdesign.biz/industries/flat-fee-services/)
12:53:29	1276/1276	---MCZ	200	added ('OK')	text/css	etag:W/%226241ad0a-4fc%22	https://oscwebdesign.biz/wp-content/plugins/wedevs-project-manager/src/Pusher/views/assets/css/pusher.css?ver=1655121103	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/plugins/wedevs-project-manager/src/Pusher/views/assets/css/pusher31f5.css	(from https://oscwebdesign.biz/our-clients/)
12:53:29	114817/114817	---MCZ	200	added ('OK')	text/css	etag:W/%226092245c-1c081%22	https://oscwebdesign.biz/wp-content/themes/oscwebdesign/assets/css/main.css?v=1655121103&ver=5.9.3	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/themes/oscwebdesign/assets/css/main2b4c.css	(from https://oscwebdesign.biz/our-clients/)
12:53:30	1333/1333	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Jun%202022%2011:53:30%20GMT	https://oscwebdesign.biz/wp-json/wp/v2/pages/62	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/wp/v2/pages/62.json	(from https://oscwebdesign.biz/our-clients/)
12:53:31	2271/2271	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Jun%202022%2011:53:31%20GMT	https://oscwebdesign.biz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foscwebdesign.biz%2Four-clients%2F	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/oembed/1.0/embed1570.json	(from https://oscwebdesign.biz/our-clients/)
12:53:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Jun%202022%2011:53:31%20GMT	https://oscwebdesign.biz/?p=62	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/index5c36.html	(from https://oscwebdesign.biz/our-clients/)
12:53:33	2327/2327	---M-Z	200	added ('OK')	text/xml	date:Mon,%2013%20Jun%202022%2011:53:33%20GMT	https://oscwebdesign.biz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foscwebdesign.biz%2Four-clients%2F&format=xml	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/oembed/1.0/embed94f6	(from https://oscwebdesign.biz/our-clients/)
12:53:33	3057/3057	---M--	200	added ('OK')	image/png	etag:%225e8d82cc-2069%22	https://oscwebdesign.biz/wp-content/uploads/2020/04/Our-Clients.png	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/04/Our-Clients.png	(from https://oscwebdesign.biz/our-clients/)
12:53:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Jun%202022%2011:53:34%20GMT	https://oscwebdesign.biz/contact	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/contact	(from https://oscwebdesign.biz/our-clients/)
12:53:34	10499/10499	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fcec3fc-2903%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/l207-logo.svg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/l207-logo.svg	(from https://oscwebdesign.biz/our-clients/)
12:53:35	10543/10543	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fcee32d-292f%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/jbg-logo.svg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/jbg-logo.svg	(from https://oscwebdesign.biz/our-clients/)
12:53:35	16119/16119	---M--	200	added ('OK')	image/png	etag:%225fcee354-4cda%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/pinetree-seafood-logo.png	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/pinetree-seafood-logo.png	(from https://oscwebdesign.biz/our-clients/)
12:53:35	6529/6529	---M--	200	added ('OK')	image/png	etag:%225fcec42c-2869%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/robbiefoundation-rgb-primarylogo-notag@2x.png	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/robbiefoundation-rgb-primarylogo-notag@2x.png	(from https://oscwebdesign.biz/our-clients/)
12:53:35	34423/34423	---M--	200	added ('OK')	image/jpeg	etag:%225fce8840-95a5%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/lobster-207-website-design.jpg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/lobster-207-website-design.jpg	(from https://oscwebdesign.biz/our-clients/)
12:53:36	41645/41645	---M--	200	added ('OK')	image/jpeg	etag:%225fce9070-b1a9%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/jbg-wholesale-website-design.jpg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/jbg-wholesale-website-design.jpg	(from https://oscwebdesign.biz/our-clients/)
12:53:36	20972/20972	---M--	200	added ('OK')	image/jpeg	etag:%225fce931b-5fec%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/hive-medicinal-marijuana-website-design-port.jpg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/hive-medicinal-marijuana-website-design-port.jpg	(from https://oscwebdesign.biz/our-clients/)
12:53:37	40862/40862	---M--	200	added ('OK')	image/jpeg	etag:%225fce918b-ac2e%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/pinetree-seafood-website-design.jpg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/pinetree-seafood-website-design.jpg	(from https://oscwebdesign.biz/our-clients/)
12:53:37	51916/51916	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Jun%202022%2011:53:37%20GMT	https://oscwebdesign.biz/portfolio/pine-tree-seafood/	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/portfolio/pine-tree-seafood/index.html	(from https://oscwebdesign.biz/our-clients/)
12:53:37	34039/34039	---M--	200	added ('OK')	image/jpeg	etag:%225fce957e-90c1%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/robbie-foundation-nonprofit-website-design.jpg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/robbie-foundation-nonprofit-website-design.jpg	(from https://oscwebdesign.biz/our-clients/)
12:53:37	2411/2411	---MCZ	200	added ('OK')	application/javascript	etag:W/%226241ad0a-96b%22	https://oscwebdesign.biz/wp-content/plugins/wedevs-project-manager/src/Pusher/views/assets/vendor/pusher-jquery.js?ver=1655121103	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/plugins/wedevs-project-manager/src/Pusher/views/assets/vendor/pusher-jquery31f5.js	(from https://oscwebdesign.biz/our-clients/)
12:53:38	51872/51872	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Jun%202022%2011:53:38%20GMT	https://oscwebdesign.biz/portfolio/hive-medicinal/	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/portfolio/hive-medicinal/index.html	(from https://oscwebdesign.biz/our-clients/)
12:53:39	1339/1339	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Jun%202022%2011:53:39%20GMT	https://oscwebdesign.biz/wp-json/wp/v2/pages/499	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/wp/v2/pages/499.json	(from https://oscwebdesign.biz/our-process/)
12:53:40	2271/2271	---MCZ	200	added ('OK')	application/json	date:Mon,%2013%20Jun%202022%2011:53:40%20GMT	https://oscwebdesign.biz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foscwebdesign.biz%2Four-process%2F	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/oembed/1.0/embedaee5.json	(from https://oscwebdesign.biz/our-process/)
12:53:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Jun%202022%2011:53:40%20GMT	https://oscwebdesign.biz/?p=499	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/indexa862.html	(from https://oscwebdesign.biz/our-process/)
12:53:41	2327/2327	---M-Z	200	added ('OK')	text/xml	date:Mon,%2013%20Jun%202022%2011:53:41%20GMT	https://oscwebdesign.biz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Foscwebdesign.biz%2Four-process%2F&format=xml	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-json/oembed/1.0/embed84f4	(from https://oscwebdesign.biz/our-process/)
12:53:42	12719/12719	---M--	200	added ('OK')	image/jpeg	etag:%225e8f2133-31af%22	https://oscwebdesign.biz/wp-content/uploads/2020/04/our-process.jpg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/04/our-process.jpg	(from https://oscwebdesign.biz/our-process/)
12:53:43	20726/20726	---M--	200	added ('OK')	image/jpeg	etag:%225fd04805-50f6%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/website-design-discussion.jpg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/website-design-discussion.jpg	(from https://oscwebdesign.biz/our-process/)
12:53:43	39327/39327	---M--	200	added ('OK')	image/jpeg	etag:%225fd046b6-999f%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/the-osc-difference.jpg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/the-osc-difference.jpg	(from https://oscwebdesign.biz/our-process/)
12:53:43	32059/32059	---M--	200	added ('OK')	image/jpeg	etag:%225fd04b10-7d3b%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/google-analytics-research.jpg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/google-analytics-research.jpg	(from https://oscwebdesign.biz/our-process/)
12:53:44	208085/208085	---M--	200	added ('OK')	image/jpeg	etag:%225fd7bbc1-32cd5%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/design-2.jpg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/design-2.jpg	(from https://oscwebdesign.biz/our-process/)
12:53:44	22183/22183	---M--	200	added ('OK')	image/jpeg	etag:%225fd04ef4-56a7%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/content-creation.jpg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/content-creation.jpg	(from https://oscwebdesign.biz/our-process/)
12:53:44	16552/16552	---M--	200	added ('OK')	image/jpeg	etag:%225fd042d8-40a8%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/website-development.jpg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/website-development.jpg	(from https://oscwebdesign.biz/our-process/)
12:53:45	21265/21265	---M--	200	added ('OK')	image/jpeg	etag:%225fd04e9a-5311%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/launch-website.jpg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/launch-website.jpg	(from https://oscwebdesign.biz/our-process/)
12:53:45	37606/37606	---M--	200	added ('OK')	image/jpeg	etag:%225fd04431-92e6%22	https://oscwebdesign.biz/wp-content/uploads/2020/12/maine-website-photography.jpg	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/uploads/2020/12/maine-website-photography.jpg	(from https://oscwebdesign.biz/our-process/)
12:53:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2013%20Jun%202022%2011:53:45%20GMT	https://oscwebdesign.biz/contact	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/contact	(from https://oscwebdesign.biz/our-process/)
12:53:46	1276/1276	---MCZ	200	added ('OK')	text/css	etag:W/%226241ad0a-4fc%22	https://oscwebdesign.biz/wp-content/plugins/wedevs-project-manager/src/Pusher/views/assets/css/pusher.css?ver=1655121104	C:/My%20Web%20Sites/webdesign/oscwebdesign.biz/wp-content/plugins/wedevs-project-manager/src/Pusher/views/assets/css/pusher1de0.css	(from https://oscwebdesign.biz/blog/)
